"
",Date,"
",Price,"
",Open,"
",High,"
",Low,"
",Vol., ,Change %,"
"
"
","Sep 10, 2020","
","1,789.50","
","1,743.51","
","1,752.65","
","1,742.01","
",27.73K, ,0.31%,"
"
"
","Sep 09, 2020","
","1,784.00","
","1,757.10","
","1,757.10","
","1,748.09","
",28.47K, ,-0.45%,"
"
"
","Sep 08, 2020","
","1,792.00","
","1,763.62","
","1,763.62","
","1,752.87","
",28.46K, ,-0.31%,"
"
"
","Sep 07, 2020","
","1,797.50","
","1,763.50","
","1,765.00","
","1,763.50","
",18.54K, ,0.62%,"
"
"
","Sep 04, 2020","
","1,786.50","
","1,759.88","
","1,760.55","
","1,749.55","
",25.41K, ,0.37%,"
"
"
","Sep 03, 2020","
","1,780.00","
","1,746.76","
","1,755.85","
","1,746.76","
",32.86K, ,-0.34%,"
"
"
","Sep 02, 2020","
","1,786.00","
","1,788.00","
","1,788.00","
","1,761.65","
",51.11K, ,-1.68%,"
"
"
","Sep 01, 2020","
","1,816.50","
","1,771.50","
","1,789.50","
","1,771.50","
",48.02K, ,0.92%,"
"
"
","Aug 28, 2020","
","1,800.00","
","1,772.51","
","1,773.01","
","1,751.25","
",38.94K, ,1.07%,"
"
"
","Aug 27, 2020","
","1,781.00","
","1,750.25","
","1,750.25","
","1,746.13","
",28.44K, ,0.06%,"
"
"
","Aug 26, 2020","
","1,780.00","
","1,747.38","
","1,752.28","
","1,745.38","
",27.52K, ,0.25%,"
"
"
","Aug 25, 2020","
","1,775.50","
","1,747.95","
","1,749.61","
","1,741.86","
",26.24K, ,0.28%,"
"
"
","Aug 24, 2020","
","1,770.50","
","1,741.87","
","1,744.50","
","1,737.62","
",27.87K, ,0.31%,"
"
"
","Aug 21, 2020","
","1,765.00","
","1,740.38","
","1,763.50","
","1,738.13","
",44.34K, ,-1.37%,"
"
"
","Aug 20, 2020","
","1,789.50","
","1,754.50","
","1,780.49","
","1,736.25","
",39.32K, ,-0.22%,"
"
"
","Aug 19, 2020","
","1,793.50","
","1,754.50","
","1,754.75","
","1,736.25","
",34.28K, ,1.13%,"
"
"
","Aug 18, 2020","
","1,773.50","
","1,718.75","
","1,741.16","
","1,718.75","
",43.09K, ,1.00%,"
"
"
","Aug 17, 2020","
","1,756.00","
","1,710.75","
","1,723.22","
","1,710.75","
",29.51K, ,0.57%,"
"
"
","Aug 14, 2020","
","1,746.00","
","1,728.00","
","1,728.00","
","1,710.43","
",30.98K, ,-0.99%,"
"
"
","Aug 13, 2020","
","1,763.50","
","1,753.85","
","1,757.60","
","1,724.15","
",33.92K, ,-1.32%,"
"
"
","Aug 12, 2020","
","1,787.00","
","1,753.85","
","1,755.60","
","1,753.85","
",30.20K, ,0.06%,"
"
"
","Aug 11, 2020","
","1,786.00","
","1,754.50","
","1,754.50","
","1,749.68","
",37.81K, ,0.00%,"
"
"
","Aug 10, 2020","
","1,786.00","
","1,739.55","
","1,750.93","
","1,739.55","
",36.40K, ,0.85%,"
"
"
","Aug 07, 2020","
","1,771.00","
","1,747.00","
","1,747.00","
","1,734.75","
",32.59K, ,-0.37%,"
"
"
","Aug 06, 2020","
","1,777.50","
","1,736.50","
","1,746.69","
","1,736.50","
",36.43K, ,0.59%,"
"
"
","Aug 05, 2020","
","1,767.00","
","1,731.90","
","1,742.75","
","1,729.00","
",48.21K, ,-0.17%,"
"
"
","Aug 04, 2020","
","1,770.00","
","1,721.50","
","1,734.62","
","1,721.50","
",45.85K, ,1.03%,"
"
"
","Aug 03, 2020","
","1,752.00","
","1,715.50","
","1,720.75","
","1,683.50","
",62.26K, ,2.25%,"
"
"
","Jul 31, 2020","
","1,713.50","
","1,681.50","
","1,696.25","
","1,678.50","
",51.66K, ,-0.38%,"
"
"
","Jul 30, 2020","
","1,720.00","
","1,699.00","
","1,699.50","
","1,687.50","
",32.52K, ,-0.29%,"
"
"
","Jul 29, 2020","
","1,725.00","
","1,700.25","
","1,701.75","
","1,697.25","
",24.50K, ,0.06%,"
"
"
","Jul 28, 2020","
","1,724.00","
","1,699.13","
","1,701.99","
","1,682.50","
",33.01K, ,0.94%,"
"
"
","Jul 27, 2020","
","1,708.00","
","1,686.10","
","1,686.35","
","1,676.60","
",20.57K, ,0.47%,"
"
"
","Jul 24, 2020","
","1,700.00","
","1,675.25","
","1,678.50","
","1,668.64","
",35.96K, ,-0.06%,"
"
"
","Jul 23, 2020","
","1,701.00","
","1,686.50","
","1,688.00","
","1,670.75","
",28.48K, ,0.59%,"
"
"
","Jul 22, 2020","
","1,691.00","
","1,668.75","
","1,676.00","
","1,666.39","
",35.74K, ,-0.32%,"
"
"
","Jul 21, 2020","
","1,696.50","
","1,675.22","
","1,678.50","
","1,640.22","
",61.85K, ,1.92%,"
"
"
","Jul 20, 2020","
","1,664.50","
","1,643.25","
","1,644.00","
","1,638.08","
",29.32K, ,0.18%,"
"
"
","Jul 17, 2020","
","1,661.50","
","1,644.50","
","1,651.25","
","1,640.75","
",27.50K, ,-0.54%,"
"
"
","Jul 16, 2020","
","1,670.50","
","1,648.00","
","1,665.75","
","1,647.55","
",43.58K, ,-0.77%,"
"
"
","Jul 15, 2020","
","1,683.50","
","1,644.75","
","1,655.00","
","1,644.00","
",32.62K, ,-0.30%,"
"
"
","Jul 14, 2020","
","1,688.50","
","1,656.50","
","1,656.50","
","1,649.44","
",39.42K, ,-0.09%,"
"
"
","Jul 13, 2020","
","1,690.00","
","1,660.75","
","1,676.00","
","1,656.00","
",58.30K, ,0.09%,"
"
"
","Jul 10, 2020","
","1,688.50","
","1,658.88","
","1,662.25","
","1,638.00","
",44.11K, ,1.47%,"
"
"
","Jul 09, 2020","
","1,664.00","
","1,623.00","
","1,651.59","
","1,620.25","
",56.37K, ,-0.06%,"
"
"
","Jul 08, 2020","
","1,665.00","
","1,604.25","
","1,637.50","
","1,604.25","
",55.11K, ,1.90%,"
"
"
","Jul 07, 2020","
","1,634.00","
","1,604.75","
","1,604.75","
","1,600.33","
",32.25K, ,-0.03%,"
"
"
","Jul 06, 2020","
","1,634.50","
","1,605.00","
","1,606.50","
","1,586.00","
",33.66K, ,1.27%,"
"
"
","Jul 03, 2020","
","1,614.00","
","1,585.75","
","1,593.25","
","1,584.25","
",26.76K, ,-0.43%,"
"
"
","Jul 02, 2020","
","1,621.00","
","1,594.00","
","1,598.25","
","1,594.00","
",227.09K, ,0.00%,"
"
"
","Jul 01, 2020","
","1,621.00","
","1,598.00","
","1,598.00","
","1,586.75","
",260.05K, ,0.09%,"
"
"
","Jun 30, 2020","
","1,619.50","
","1,591.25","
","1,596.71","
","1,583.00","
",192.48K, ,0.65%,"
"
"
","Jun 29, 2020","
","1,609.00","
","1,589.25","
","1,589.25","
","1,577.25","
",155.59K, ,0.47%,"
"
"
","Jun 26, 2020","
","1,601.50","
","1,545.50","
","1,579.40","
","1,545.50","
",205.52K, ,2.01%,"
"
"
","Jun 25, 2020","
","1,570.00","
","1,551.25","
","1,551.25","
","1,540.93","
",149.62K, ,-0.38%,"
"
"
","Jun 24, 2020","
","1,576.00","
","1,551.50","
","1,570.75","
","1,549.50","
",126.81K, ,-1.19%,"
"
"
","Jun 23, 2020","
","1,595.00","
","1,579.00","
","1,579.00","
","1,579.00","
",125.42K, ,-0.50%,"
"
"
","Jun 22, 2020","
","1,603.00","
","1,569.00","
","1,569.00","
","1,569.00","
",129.27K, ,0.69%,"
"
"
","Jun 19, 2020","
","1,592.00","
","1,562.25","
","1,584.50","
","1,561.75","
",151.59K, ,-0.90%,"
"
"
","Jun 18, 2020","
","1,606.50","
","1,585.25","
","1,585.25","
","1,585.25","
",149.77K, ,-0.06%,"
"
"
","Jun 17, 2020","
","1,607.50","
","1,585.38","
","1,586.00","
","1,576.00","
",168.67K, ,0.63%,"
"
"
","Jun 16, 2020","
","1,597.50","
","1,556.75","
","1,584.50","
","1,554.05","
",224.95K, ,1.30%,"
"
"
","Jun 15, 2020","
","1,577.00","
","1,565.25","
","1,565.25","
","1,555.36","
",318.71K, ,-0.50%,"
"
"
","Jun 12, 2020","
","1,585.00","
","1,554.25","
","1,577.50","
","1,552.75","
",341.46K, ,-1.03%,"
"
"
","Jun 11, 2020","
","1,601.50","
","1,608.25","
","1,608.25","
","1,582.36","
",324.18K, ,-1.60%,"
"
"
","Jun 10, 2020","
","1,627.50","
","1,608.13","
","1,610.39","
","1,584.00","
",320.33K, ,1.37%,"
"
"
","Jun 09, 2020","
","1,605.50","
","1,581.50","
","1,584.18","
","1,581.50","
",306.61K, ,0.03%,"
"
"
","Jun 08, 2020","
","1,605.00","
","1,571.13","
","1,587.85","
","1,571.00","
",286.96K, ,0.85%,"
"
"
","Jun 05, 2020","
","1,591.50","
","1,571.75","
","1,572.88","
","1,550.75","
",289.58K, ,1.34%,"
"
"
","Jun 04, 2020","
","1,570.50","
","1,548.75","
","1,548.75","
","1,548.75","
",220.00K, ,0.13%,"
"
"
","Jun 03, 2020","
","1,568.50","
","1,547.00","
","1,547.00","
","1,527.75","
",221.95K, ,1.39%,"
"
"
","Jun 02, 2020","
","1,547.00","
","1,538.50","
","1,538.75","
","1,517.50","
",284.86K, ,0.65%,"
"
"
","Jun 01, 2020","
","1,537.00","
","1,524.50","
","1,535.00","
","1,524.50","
",234.26K, ,-0.71%,"
"
"
","May 29, 2020","
","1,548.00","
","1,524.25","
","1,534.50","
","1,524.25","
",294.57K, ,0.72%,"
"
"
","May 28, 2020","
","1,537.00","
","1,525.51","
","1,525.75","
","1,512.25","
",251.27K, ,0.79%,"
"
"
","May 27, 2020","
","1,525.00","
","1,516.25","
","1,516.25","
","1,505.50","
",354.80K, ,0.36%,"
"
"
","May 26, 2020","
","1,519.50","
","1,508.00","
","1,508.00","
","1,492.25","
",214.75K, ,0.86%,"
"
"
","May 22, 2020","
","1,506.50","
","1,505.75","
","1,505.75","
","1,487.33","
",223.09K, ,-0.95%,"
"
"
","May 21, 2020","
","1,521.00","
","1,498.25","
","1,507.08","
","1,498.25","
",216.59K, ,0.56%,"
"
"
","May 20, 2020","
","1,512.50","
","1,498.25","
","1,498.75","
","1,474.65","
",340.47K, ,1.37%,"
"
"
","May 19, 2020","
","1,492.00","
","1,471.50","
","1,478.25","
","1,470.75","
",277.51K, ,-0.27%,"
"
"
","May 18, 2020","
","1,496.00","
","1,480.75","
","1,481.00","
","1,443.75","
",354.83K, ,2.33%,"
"
"
","May 15, 2020","
","1,462.00","
","1,428.80","
","1,441.30","
","1,428.05","
",290.09K, ,-0.88%,"
"
"
","May 14, 2020","
","1,475.00","
","1,447.25","
","1,447.25","
","1,443.01","
",819.11K, ,-0.34%,"
"
"
","May 13, 2020","
","1,480.00","
","1,443.50","
","1,444.00","
","1,443.50","
",314.46K, ,0.17%,"
"
"
","May 12, 2020","
","1,477.50","
","1,464.75","
","1,464.75","
","1,464.75","
",274.52K, ,-1.34%,"
"
"
","May 11, 2020","
","1,497.50","
","1,465.50","
","1,465.50","
","1,453.00","
",323.42K, ,0.84%,"
"
"
","May 07, 2020","
","1,485.00","
","1,447.20","
","1,457.46","
","1,447.20","
",242.40K, ,0.37%,"
"
"
","May 06, 2020","
","1,479.50","
","1,451.26","
","1,451.50","
","1,447.00","
",219.43K, ,-0.34%,"
"
"
","May 05, 2020","
","1,484.50","
","1,451.15","
","1,457.75","
","1,451.15","
",240.30K, ,0.10%,"
"
"
","May 04, 2020","
","1,483.00","
","1,452.75","
","1,457.61","
","1,452.75","
",226.62K, ,-0.27%,"
"
"
","May 01, 2020","
","1,487.00","
","1,458.50","
","1,466.75","
","1,456.19","
",167.88K, ,-0.50%,"
"
"
","Apr 30, 2020","
","1,494.50","
","1,466.75","
","1,477.50","
","1,464.91","
",277.97K, ,-0.76%,"
"
"
","Apr 29, 2020","
","1,506.00","
","1,478.00","
","1,478.00","
","1,477.25","
",198.35K, ,0.10%,"
"
"
","Apr 28, 2020","
","1,504.50","
","1,480.75","
","1,482.25","
","1,480.75","
",200.21K, ,-0.17%,"
"
"
","Apr 27, 2020","
","1,507.00","
","1,483.50","
","1,490.75","
","1,483.00","
",134.36K, ,-0.46%,"
"
"
","Apr 24, 2020","
","1,514.00","
","1,488.00","
","1,488.00","
","1,488.00","
",380.39K, ,0.26%,"
"
"
","Apr 23, 2020","
","1,510.00","
","1,491.05","
","1,491.05","
","1,488.93","
",232.82K, ,-0.33%,"
"
"
","Apr 22, 2020","
","1,515.00","
","1,496.78","
","1,498.25","
","1,466.00","
",150.81K, ,1.64%,"
"
"
","Apr 21, 2020","
","1,490.50","
","1,479.75","
","1,479.75","
","1,462.67","
",222.72K, ,-0.83%,"
"
"
","Apr 20, 2020","
","1,503.00","
","1,475.50","
","1,485.00","
","1,475.50","
",181.58K, ,-0.27%,"
"
"
","Apr 17, 2020","
","1,507.00","
","1,485.25","
","1,498.00","
","1,484.75","
",255.68K, ,-0.36%,"
"
"
","Apr 16, 2020","
","1,512.50","
","1,512.00","
","1,522.75","
","1,507.25","
",212.30K, ,0.33%,"
"
"
","Apr 15, 2020","
","1,507.50","
","1,489.69","
","1,491.69","
","1,482.69","
",245.55K, ,0.27%,"
"
"
","Apr 14, 2020","
","1,503.50","
","1,493.00","
","1,493.50","
","1,458.50","
",371.08K, ,1.62%,"
"
"
","Apr 09, 2020","
","1,479.50","
","1,426.50","
","1,445.44","
","1,426.50","
",431.85K, ,0.96%,"
"
"
","Apr 08, 2020","
","1,465.50","
","1,434.50","
","1,444.25","
","1,433.38","
",482.04K, ,-0.81%,"
"
"
","Apr 07, 2020","
","1,477.50","
","1,441.50","
","1,441.50","
","1,441.50","
",313.66K, ,0.37%,"
"
"
","Apr 06, 2020","
","1,472.00","
","1,446.50","
","1,453.75","
","1,445.00","
",238.32K, ,-0.64%,"
"
"
","Apr 03, 2020","
","1,481.50","
","1,463.50","
","1,463.50","
","1,463.50","
",241.54K, ,-0.64%,"
"
"
","Apr 02, 2020","
","1,491.00","
","1,473.00","
","1,473.21","
","1,470.35","
",291.43K, ,-0.57%,"
"
"
","Apr 01, 2020","
","1,499.50","
","1,501.50","
","1,501.50","
","1,473.47","
",286.73K, ,-1.74%,"
"
"
","Mar 31, 2020","
","1,526.00","
","1,502.85","
","1,507.75","
","1,501.75","
",240.54K, ,-0.29%,"
"
"
","Mar 30, 2020","
","1,530.50","
","1,509.75","
","1,526.50","
","1,509.25","
",259.68K, ,-0.97%,"
"
"
","Mar 27, 2020","
","1,545.50","
","1,533.00","
","1,534.25","
","1,517.00","
",283.63K, ,0.62%,"
"
"
","Mar 26, 2020","
","1,536.00","
","1,525.18","
","1,525.18","
","1,517.43","
",198.03K, ,-0.10%,"
"
"
","Mar 25, 2020","
","1,537.50","
","1,527.75","
","1,538.63","
","1,526.00","
",229.79K, ,-0.65%,"
"
"
","Mar 24, 2020","
","1,547.50","
","1,536.13","
","1,552.59","
","1,531.25","
",179.21K, ,-0.86%,"
"
"
","Mar 23, 2020","
","1,561.00","
","1,552.75","
","1,571.75","
","1,548.75","
",291.33K, ,-1.33%,"
"
"
","Mar 20, 2020","
","1,582.00","
","1,610.00","
","1,603.00","
","1,582.50","
",296.68K, ,-2.94%,"
"
"
","Mar 19, 2020","
","1,630.00","
","1,612.00","
","1,630.00","
","1,607.00","
",358.25K, ,-1.21%,"
"
"
","Mar 18, 2020","
","1,650.00","
","1,630.00","
","1,650.00","
","1,625.00","
",434.18K, ,-0.09%,"
"
"
","Mar 17, 2020","
","1,651.50","
","1,650.00","
","1,657.00","
","1,647.00","
",418.76K, ,-1.40%,"
"
"
","Mar 16, 2020","
","1,675.00","
","1,655.00","
","1,683.00","
","1,655.00","
",542.38K, ,-0.33%,"
"
"
","Mar 13, 2020","
","1,680.50","
","1,703.00","
","1,701.00","
","1,672.00","
",388.58K, ,1.48%,"
"
"
","Mar 12, 2020","
","1,656.00","
","1,658.00","
","1,661.00","
","1,656.00","
",334.08K, ,-1.13%,"
"
"
","Mar 11, 2020","
","1,675.00","
","1,688.00","
","1,686.00","
","1,675.00","
",388.96K, ,-1.30%,"
"
"
","Mar 10, 2020","
","1,697.00","
","1,709.00","
","1,708.00","
","1,697.00","
",419.49K, ,0.59%,"
"
"
","Mar 09, 2020","
","1,687.00","
","1,668.00","
","1,687.00","
","1,666.00","
",377.88K, ,0.12%,"
"
"
","Mar 06, 2020","
","1,685.00","
","1,709.00","
","1,708.00","
","1,685.50","
",323.22K, ,-2.03%,"
"
"
","Mar 05, 2020","
","1,720.00","
","1,731.50","
","1,726.00","
","1,720.00","
",268.25K, ,-0.35%,"
"
"
","Mar 04, 2020","
","1,726.00","
","1,735.00","
","1,732.00","
","1,725.00","
",300.24K, ,0.23%,"
"
"
","Mar 03, 2020","
","1,722.00","
","1,723.00","
","1,728.00","
","1,719.00","
",294.57K, ,0.29%,"
"
"
","Mar 02, 2020","
","1,717.00","
","1,700.00","
","1,717.00","
","1,699.50","
",307.23K, ,1.33%,"
"
"
","Feb 28, 2020","
","1,694.50","
","1,685.00","
","1,694.50","
","1,679.00","
",313.52K, ,0.27%,"
"
"
","Feb 27, 2020","
","1,690.00","
","1,692.00","
","1,690.00","
","1,688.00","
",228.87K, ,-0.35%,"
"
"
","Feb 26, 2020","
","1,696.00","
","1,702.00","
","1,702.00","
","1,696.00","
",189.03K, ,-0.41%,"
"
"
","Feb 25, 2020","
","1,703.00","
","1,706.00","
","1,705.00","
","1,702.00","
",176.11K, ,0.24%,"
"
"
","Feb 24, 2020","
","1,699.00","
","1,698.00","
","1,702.00","
","1,697.00","
",173.23K, ,-0.85%,"
"
"
","Feb 21, 2020","
","1,713.50","
","1,708.00","
","1,713.50","
","1,703.00","
",145.51K, ,0.15%,"
"
"
","Feb 20, 2020","
","1,711.00","
","1,717.00","
","1,714.00","
","1,710.00","
",144.51K, ,-0.52%,"
"
"
","Feb 19, 2020","
","1,720.00","
","1,714.00","
","1,720.00","
","1,712.00","
",166.36K, ,0.00%,"
"
"
","Feb 18, 2020","
","1,720.00","
","1,710.00","
","1,721.00","
","1,708.00","
",219.36K, ,-0.06%,"
"
"
","Feb 17, 2020","
","1,721.00","
","1,716.00","
","1,721.00","
","1,712.00","
",265.80K, ,-0.06%,"
"
"
","Feb 14, 2020","
","1,722.00","
","1,735.00","
","1,733.00","
","1,722.50","
",186.70K, ,-1.49%,"
"
"
","Feb 13, 2020","
","1,748.00","
","1,730.00","
","1,747.50","
","1,727.50","
",265.63K, ,0.63%,"
"
"
","Feb 12, 2020","
","1,737.00","
","1,735.00","
","1,737.00","
","1,733.00","
",288.82K, ,0.17%,"
"
"
","Feb 11, 2020","
","1,734.00","
","1,718.00","
","1,734.00","
","1,717.00","
",365.05K, ,1.88%,"
"
"
","Feb 10, 2020","
","1,702.00","
","1,706.00","
","1,705.00","
","1,702.50","
",276.60K, ,-1.39%,"
"
"
","Feb 07, 2020","
","1,726.00","
","1,725.50","
","1,726.00","
","1,721.00","
",360.50K, ,-0.63%,"
"
"
","Feb 06, 2020","
","1,737.00","
","1,726.00","
","1,740.00","
","1,723.50","
",278.00K, ,1.16%,"
"
"
","Feb 05, 2020","
","1,717.00","
","1,717.00","
","1,718.00","
","1,712.00","
",288.69K, ,1.84%,"
"
"
","Feb 04, 2020","
","1,686.00","
","1,715.00","
","1,712.00","
","1,686.00","
",399.92K, ,-0.03%,"
"
"
","Feb 03, 2020","
","1,686.50","
","1,721.00","
","1,718.00","
","1,686.50","
",415.24K, ,-2.06%,"
"
"
","Jan 31, 2020","
","1,722.00","
","1,729.00","
","1,727.00","
","1,719.00","
",338.49K, ,-0.52%,"
"
"
","Jan 30, 2020","
","1,731.00","
","1,737.00","
","1,735.00","
","1,731.50","
",245.75K, ,-0.35%,"
"
"
","Jan 29, 2020","
","1,737.00","
","1,748.00","
","1,748.00","
","1,735.50","
",312.47K, ,-0.86%,"
"
"
","Jan 28, 2020","
","1,752.00","
","1,759.00","
","1,759.00","
","1,752.50","
",282.54K, ,-0.68%,"
"
"
","Jan 27, 2020","
","1,764.00","
","1,767.00","
","1,769.00","
","1,764.00","
",255.55K, ,-0.95%,"
"
"
","Jan 24, 2020","
","1,781.00","
","1,788.00","
","1,785.00","
","1,781.00","
",313.99K, ,-0.78%,"
"
"
","Jan 23, 2020","
","1,795.00","
","1,797.50","
","1,795.50","
","1,792.50","
",216.45K, ,-0.88%,"
"
"
","Jan 22, 2020","
","1,811.00","
","1,820.00","
","1,819.00","
","1,810.00","
",233.04K, ,-0.74%,"
"
"
","Jan 21, 2020","
","1,824.50","
","1,820.00","
","1,824.50","
","1,817.50","
",278.86K, ,0.69%,"
"
"
","Jan 20, 2020","
","1,812.00","
","1,818.00","
","1,815.00","
","1,812.00","
",182.45K, ,0.39%,"
"
"
","Jan 17, 2020","
","1,805.00","
","1,812.00","
","1,810.00","
","1,805.00","
",137.12K, ,-0.39%,"
"
"
","Jan 16, 2020","
","1,812.00","
","1,814.00","
","1,813.00","
","1,810.00","
",196.03K, ,0.61%,"
"
"
","Jan 15, 2020","
","1,801.00","
","1,805.00","
","1,807.00","
","1,800.00","
",178.69K, ,-0.44%,"
"
"
","Jan 14, 2020","
","1,809.00","
","1,796.00","
","1,809.00","
","1,796.00","
",209.81K, ,0.61%,"
"
"
","Jan 13, 2020","
","1,798.00","
","1,797.00","
","1,799.00","
","1,793.00","
",383.51K, ,-0.44%,"
"
"
","Jan 10, 2020","
","1,806.00","
","1,798.50","
","1,809.50","
","1,798.00","
",378.24K, ,0.14%,"
"
"
","Jan 09, 2020","
","1,803.50","
","1,806.00","
","1,813.00","
","1,799.50","
",383.68K, ,0.19%,"
"
"
","Jan 08, 2020","
","1,800.00","
","1,806.00","
","1,805.00","
","1,798.00","
",313.19K, ,-0.88%,"
"
"
","Jan 07, 2020","
","1,816.00","
","1,828.00","
","1,827.50","
","1,815.50","
",302.34K, ,-0.93%,"
"
"
","Jan 06, 2020","
","1,833.00","
","1,818.50","
","1,833.00","
","1,818.00","
",295.36K, ,0.49%,"
"
"
","Jan 03, 2020","
","1,824.00","
","1,791.00","
","1,825.00","
","1,791.00","
",258.97K, ,1.08%,"
"
"
","Jan 02, 2020","
","1,804.50","
","1,807.00","
","1,806.00","
","1,796.00","
",290.02K, ,-0.30%,"
"
